Table 1
NAV calculation date;NAV;Reinvestment factor;"NAV (adjusted if ""distr."")";Dividend;Fund size (class);Fund size (compartment)
07.01.2013;125,86;;125,86;;92,966M;836868219,3
04.01.2013;125,43;;125,43;;92,545M;819446360,53
03.01.2013;124,63;;124,63;;91,772M;820730537,17
02.01.2013;121,19;;121,19;;89,239M;798208903,15
31.12.2012;120,18;;120,18;;88,473M;790560277,94
28.12.2012;120,93;;120,93;;88,903M;794199757,35
27.12.2012;120,12;;120,12;;88,307M;788897608,1
24.12.2012;121,16;;121,16;;88,891M;794284210,01
21.12.2012;121,74;;121,74;;89,27M;798618834,03
20.12.2012;121,16;;121,16;;88,809M;793694329,79
19.12.2012;121,21;;121,21;;87,606M;792026035,79
18.12.2012;120,73;;120,73;;87,158M;789444800,57
17.12.2012;120,31;;120,31;;86,858M;784853355,89
14.12.2012;121,12;;121,12;;87,388M;787064779,79
13.12.2012;122,16;;122,16;;88,472M;791787798,37
12.12.2012;122,58;;122,58;;88,849M;794072682,74
11.12.2012;122,22;;122,22;;88,567M;792340057,18
10.12.2012;122,36;;122,36;;88,699M;793187223,39
07.12.2012;122,03;;122,03;;88,529M;780116978,2
06.12.2012;120,48;;120,48;;87,147M;768427412,08
05.12.2012;120,38;;120,38;;87,576M;766140908,97
04.12.2012;120,39;;120,39;;87,372M;765339899,04
03.12.2012;120,71;;120,71;;87,746M;765854515,49
30.11.2012;121,02;;121,02;;88,35M;767901398,12
29.11.2012;120,22;;120,22;;87,777M;762611633,18
28.11.2012;120,02;;120,02;;87,633M;763651483,37
27.11.2012;120,00;;120,00;;87,61M;763165846,64
26.11.2012;120,03;;120,03;;87,576M;764717513,52
23.11.2012;119,49;;119,49;;87,182M;761254880,04
22.11.2012;119,45;;119,45;;87,048M;758786601,65
21.11.2012;119,70;;119,70;;87,261M;760358535,54
20.11.2012;118,99;;118,99;;86,765M;755473494,97
19.11.2012;117,45;;117,45;;85,717M;745511166,38
16.11.2012;117,11;;117,11;;85,428M;732413348,5
15.11.2012;117,46;;117,46;;85,675M;735019031,46
14.11.2012;119,00;;119,00;;86,609M;743531358,75
13.11.2012;119,81;;119,81;;87,057M;749148753,3
12.11.2012;119,65;;119,65;;86,932M;748877180,86
09.11.2012;119,51;;119,51;;86,812M;748608238,29
08.11.2012;120,52;;120,52;;87,478M;754789823,33
07.11.2012;121,43;;121,43;;88,082M;759801600,53
06.11.2012;121,23;;121,23;;88,314M;758936902,67
05.11.2012;121,01;;121,01;;87,83M;757480785,93
02.11.2012;121,17;;121,17;;87,946M;758477243,44
01.11.2012;119,17;;119,17;;86,118M;741721507,72
29.10.2012;119,00;;119,00;;85,834M;740264992,45
26.10.2012;118,99;;118,99;;85,596M;739619352,42
25.10.2012;118,34;;118,34;;85,006M;735294841,89
24.10.2012;118,92;;118,92;;85,149M;737988136,34
23.10.2012;119,42;;119,42;;83,871M;739243445,58
22.10.2012;119,48;;119,48;;83,964M;738260675,18
19.10.2012;121,03;;121,03;;85,036M;745492016,47
18.10.2012;121,11;;121,11;;85,081M;731036399,78
17.10.2012;120,46;;120,46;;84,205M;724852906,08
16.10.2012;120,05;;120,05;;83,972M;719798819,32
15.10.2012;119,63;;119,63;;83,673M;716230661,67
12.10.2012;119,95;;119,95;;83,849M;717629196,35
11.10.2012;120,11;;120,11;;83,953M;714974001,22
10.10.2012;120,93;;120,93;;80,581M;716165172,77
09.10.2012;121,62;;121,62;;80,723M;719569798,69
08.10.2012;122,01;;122,01;;80,979M;721746025,78
05.10.2012;121,40;;121,40;;80,546M;717304474,63
04.10.2012;121,37;;121,37;;80,417M;718237524,84
03.10.2012;121,50;;121,50;;80,447M;719329042,27
02.10.2012;121,39;;121,39;;80,124M;717476552,7
01.10.2012;120,92;;120,92;;79,211M;713617324,91
28.09.2012;120,94;;120,94;;76,936M;711215744,78
27.09.2012;120,54;;120,54;;75,95M;706100349,24
26.09.2012;121,47;;121,47;;76,291M;699081519,28
25.09.2012;121,93;;121,93;;74,442M;699248808,97
24.09.2012;122,25;;122,25;;72,611M;698840642,81
21.09.2012;121,22;;121,22;;71,627M;691213348,13
20.09.2012;121,84;;121,84;;71,985M;693230122,62
19.09.2012;121,11;;121,11;;71,492M;688533711,25
18.09.2012;120,84;;120,84;;71,345M;686292363,53
17.09.2012;120,85;;120,85;;71,403M;685666943,24
14.09.2012;120,18;;120,18;;71,038M;682102114,49
13.09.2012;120,33;;120,33;;71,124M;681937005,98
12.09.2012;120,28;;120,28;;69,383M;675870991,29
11.09.2012;121,40;;121,40;;69,939M;681430672,66
10.09.2012;122,05;;122,05;;70,331M;683393671,86
07.09.2012;122,23;;122,23;;70,572M;687656994,66
06.09.2012;120,57;;120,57;;69,632M;680638940,77
05.09.2012;120,99;;120,99;;69,79M;682386941,78
03.09.2012;120,70;;120,70;;69,63M;680743601,85
31.08.2012;120,14;;120,14;;69,3M;677254797,59
30.08.2012;121,22;;121,22;;69,968M;684573529,04
29.08.2012;121,04;;121,04;;71,88M;685366031,92
28.08.2012;121,13;;121,13;;71,715M;685532813,04
27.08.2012;121,55;;121,55;;71,446M;692567262,82
24.08.2012;120,98;;120,98;;70,99M;688920607,96
23.08.2012;121,44;;121,44;;71,289M;690606004,14
22.08.2012;122,06;;122,06;;71,719M;694199881,7
21.08.2012;122,52;;122,52;;72,092M;696388966,5
20.08.2012;123,51;;123,51;;72,653M;701312561,99
17.08.2012;122,85;;122,85;;72,265M;696607293,89
16.08.2012;123,00;;123,00;;72,324M;697202668,16
14.08.2012;121,72;;121,72;;71,576M;689676381,28
13.08.2012;122,25;;122,25;;73,018M;693970500,68
10.08.2012;122,35;;122,35;;73,022M;694565050,19
09.08.2012;122,02;;122,02;;73,788M;691457455,61
08.08.2012;121,96;;121,96;;73,619M;691149992,91
07.08.2012;121,05;;121,05;;73,106M;685473182,63
06.08.2012;120,86;;120,86;;72,959M;681491834,16
03.08.2012;119,54;;119,54;;72,413M;673966396,04
02.08.2012;120,39;;120,39;;72,971M;676764147,33
01.08.2012;120,77;;120,77;;73,159M;678894735,87
31.07.2012;121,93;;121,93;;73,767M;682222159,51
30.07.2012;122,15;;122,15;;73,711M;683321177,36
27.07.2012;120,14;;120,14;;72,525M;673496907,94
26.07.2012;118,97;;118,97;;71,738M;667868460,05
25.07.2012;118,69;;118,69;;74,497M;668298710,89
24.07.2012;119,78;;119,78;;75,039M;674794081,02
23.07.2012;121,42;;121,42;;76,006M;684193033,18
20.07.2012;121,60;;121,60;;75,986M;684723101,71
19.07.2012;120,47;;120,47;;75,027M;678160304,34
18.07.2012;119,91;;119,91;;73,735M;673943485,84
17.07.2012;118,89;;118,89;;73,158M;668457169,28
16.07.2012;119,72;;119,72;;72,621M;672400168,9
13.07.2012;118,28;;118,28;;71,746M;664139727,9
12.07.2012;118,52;;118,52;;71,982M;665245033,24
11.07.2012;118,87;;118,87;;72,155M;667004434,57
10.07.2012;118,84;;118,84;;72,183M;667179397,77
09.07.2012;119,28;;119,28;;72,289M;670358715,94
06.07.2012;119,85;;119,85;;72,607M;662958082,92
04.07.2012;118,54;;118,54;;71,805M;655120027,18
03.07.2012;117,26;;117,26;;71,127M;647669749,06
02.07.2012;116,05;;116,05;;70,379M;640931691,61
29.06.2012;113,66;;113,66;;68,947M;628416844,08
28.06.2012;115,20;;115,20;;69,951M;637720363,68
27.06.2012;113,62;;113,62;;68,927M;628664505,19
26.06.2012;113,02;;113,02;;68,561M;624519300,78
25.06.2012;114,55;;114,55;;69,478M;632020670,14
22.06.2012;113,87;;113,87;;66,229M;625665096,54
21.06.2012;114,55;;114,55;;66,377M;628969938,69
20.06.2012;114,60;;114,60;;66,062M;628605160,57
19.06.2012;113,62;;113,62;;68,411M;625912654,41
18.06.2012;112,83;;112,83;;67,979M;621516275,26
15.06.2012;111,75;;111,75;;67,343M;618067406,4
14.06.2012;111,63;;111,63;;67,281M;617370580,23
13.06.2012;112,60;;112,60;;67,897M;622156856,73
12.06.2012;112,14;;112,14;;67,764M;620325072,78
11.06.2012;112,90;;112,90;;68,249M;624244531,4
08.06.2012;112,97;;112,97;;68,337M;623989748,81
07.06.2012;112,14;;112,14;;68,754M;624101907,79
06.06.2012;110,60;;110,60;;67,639M;616207210,8
05.06.2012;110,02;;110,02;;67,262M;612747068,96
04.06.2012;110,31;;110,31;;67,418M;615188494,17
01.06.2012;113,93;;113,93;;69,642M;636401949,33
31.05.2012;113,63;;113,63;;69,414M;633951547,78
30.05.2012;114,97;;114,97;;70,371M;641942847,2
29.05.2012;113,38;;113,38;;69,419M;628572434,38
25.05.2012;112,81;;112,81;;69,091M;626866024,1
24.05.2012;112,69;;112,69;;69,14M;627794316,47
23.05.2012;112,63;;112,63;;69,272M;627873195,21
22.05.2012;111,56;;111,56;;68,739M;623385037,69
21.05.2012;109,80;;109,80;;67,663M;615594642,2
18.05.2012;111,53;;111,53;;68,734M;626063015,61
16.05.2012;113,75;;113,75;;70,063M;638731688,6
15.05.2012;113,60;;113,60;;70,252M;638084085,76
14.05.2012;114,83;;114,83;;71,05M;645842064,48
11.05.2012;114,07;;114,07;;70,608M;641762865,15
10.05.2012;114,09;;114,09;;80,456M;651064761,51
09.05.2012;114,57;;114,57;;80,486M;653742522,33
08.05.2012;115,30;;115,30;;81,145M;659184827,86
07.05.2012;114,61;;114,61;;80,643M;655975249,36
04.05.2012;115,74;;115,74;;81,416M;662507658,67
03.05.2012;116,49;;116,49;;81,895M;666379062,65
02.05.2012;116,38;;116,38;;81,818M;665775032,8
01.05.2012;115,29;;115,29;;81,218M;660154880,86
30.04.2012;116,05;;116,05;;81,651M;664334574,01
27.04.2012;115,33;;115,33;;81,226M;660690394,22
26.04.2012;114,62;;114,62;;80,695M;656800273,78
25.04.2012;113,22;;113,22;;79,754M;648764611,88
24.04.2012;113,01;;113,01;;79,823M;649259322,45
23.04.2012;114,76;;114,76;;80,986M;658983678,86
20.04.2012;114,39;;114,39;;80,681M;657572591,2
19.04.2012;114,65;;114,65;;80,862M;657232337,56
18.04.2012;115,41;;115,41;;88,864M;669457777,21
17.04.2012;113,67;;113,67;;87,654M;659763691,73
16.04.2012;114,56;;114,56;;87,89M;669262274,37
13.04.2012;114,75;;114,75;;88,062M;671998755,14
12.04.2012;113,40;;113,40;;87,015M;664065816,8
11.04.2012;112,48;;112,48;;86,308M;673506164,89
10.04.2012;115,13;;115,13;;88,256M;692206384,92
05.04.2012;116,08;;116,08;;89,169M;698199941,1
04.04.2012;116,97;;116,97;;89,908M;705590632,64
03.04.2012;116,16;;116,16;;89,195M;700796355,59
02.04.2012;115,05;;115,05;;88,279M;694789040,87
30.03.2012;114,64;;114,64;;87,955M;692515604,27
29.03.2012;115,37;;115,37;;88,498M;697490736,41
28.03.2012;115,73;;115,73;;88,761M;700861093,91
27.03.2012;115,98;;115,98;;89,101M;703314768,99
26.03.2012;115,27;;115,27;;88,434M;699600410
23.03.2012;114,83;;114,83;;90,889M;701604239,71
22.03.2012;116,05;;116,05;;91,805M;709101295,57
21.03.2012;115,26;;115,26;;91,107M;704440949,48
20.03.2012;116,20;;116,20;;92,335M;709598396,74
19.03.2012;116,53;;116,53;;92,456M;712365084,63
16.03.2012;117,13;;117,13;;92,639M;715212529,53
15.03.2012;116,77;;116,77;;92,321M;711139712,91
14.03.2012;117,14;;117,14;;92,641M;713124546,49
13.03.2012;115,45;;115,45;;91,547M;702990021,8
12.03.2012;115,53;;115,53;;91,606M;706197781,48
09.03.2012;114,08;;114,08;;90,425M;697981138,75
08.03.2012;112,42;;112,42;;89,228M;687449192,25
07.03.2012;111,92;;111,92;;88,848M;684782084,53
06.03.2012;114,36;;114,36;;90,669M;700022042,29
05.03.2012;114,76;;114,76;;91,217M;705700957,27
02.03.2012;114,95;;114,95;;91,984M;707185898,81
01.03.2012;113,49;;113,49;;90,918M;698476302,15
29.02.2012;113,15;;113,15;;90,648M;694585109,91
28.02.2012;112,72;;112,72;;90,345M;690655568,03
27.02.2012;112,86;;112,86;;90,445M;688523299,9
24.02.2012;112,89;;112,89;;90,461M;691609946,19
23.02.2012;112,96;;112,96;;90,579M;676556376,68
22.02.2012;113,68;;113,68;;91,755M;683721627,82
20.02.2012;113,98;;113,98;;92,344M;691031094,05
17.02.2012;114,73;;114,73;;92,778M;695392134,55
16.02.2012;115,02;;115,02;;93,067M;697939300,94
15.02.2012;113,97;;113,97;;92,209M;690078606,52
14.02.2012;113,66;;113,66;;92,072M;688239328,1
13.02.2012;112,29;;112,29;;101,242M;690840459,48
10.02.2012;112,93;;112,93;;101,812M;694061477,4
09.02.2012;112,90;;112,90;;101,819M;691771761,59
08.02.2012;112,88;;112,88;;101,764M;691877004,53
07.02.2012;114,03;;114,03;;102,939M;702848003,7
06.02.2012;114,68;;114,68;;102,96M;707291576,91
03.02.2012;112,40;;112,40;;100,757M;693536832,89
02.02.2012;112,23;;112,23;;100,572M;692870982,73
01.02.2012;110,46;;110,46;;99,328M;682321009,95
31.01.2012;109,69;;109,69;;98,742M;677852242,01
30.01.2012;110,56;;110,56;;99,5M;683782187,32
27.01.2012;110,47;;110,47;;99,514M;683543860,5
26.01.2012;110,27;;110,27;;99,381M;682530978,06
25.01.2012;110,56;;110,56;;99,988M;683937571,76
24.01.2012;110,23;;110,23;;100,563M;682833246,56
23.01.2012;110,52;;110,52;;101,399M;685625209,41
20.01.2012;111,13;;111,13;;101,941M;689390008,84
19.01.2012;110,50;;110,50;;101,375M;684062184,9
18.01.2012;109,87;;109,87;;101,321M;681282027,85
16.01.2012;109,89;;109,89;;103,162M;682229585,73
13.01.2012;109,52;;109,52;;103,057M;681473335,87
12.01.2012;109,19;;109,19;;102,824M;680213896,63
11.01.2012;109,10;;109,10;;102,85M;680104547,32
10.01.2012;107,69;;107,69;;101,801M;671397976,92
09.01.2012;107,50;;107,50;;101,638M;670793963,03
06.01.2012;107,19;;107,19;;101,325M;668779818,56
05.01.2012;106,65;;106,65;;100,78M;665104645,1
04.01.2012;105,97;;105,97;;100,058M;660086909,41
02.01.2012;104,78;;104,78;;98,93M;652935567,43
30.12.2011;104,81;;104,81;;99,006M;652942291,29
29.12.2011;104,07;;104,07;;98,355M;649559260,97
28.12.2011;104,10;;104,10;;98,371M;650030017,17
27.12.2011;103,88;;103,88;;98,274M;649640844,36
23.12.2011;103,28;;103,28;;97,92M;647415229,85
22.12.2011;102,55;;102,55;;97,839M;643138565,83
21.12.2011;102,41;;102,41;;98,077M;644558111,93
20.12.2011;99,99;;99,99;;96,585M;630409822,47
19.12.2011;100,94;;100,94;;99,319M;639897355,8
16.12.2011;100,89;;100,89;;99,318M;640214577,17
15.12.2011;100,54;;100,54;;99,154M;638884533,19
14.12.2011;101,97;;101,97;;100,463M;647718800,34
13.12.2011;101,74;;101,74;;100,294M;647909979,66
12.12.2011;102,86;;102,86;;101,665M;655428465,5
09.12.2011;100,93;;100,93;;99,861M;643300169,21
08.12.2011;102,92;;102,92;;101,738M;655848078,36
07.12.2011;103,40;;103,40;;102,223M;658945501,63
06.12.2011;103,53;;103,53;;102,462M;660150398,05
05.12.2011;102,59;;102,59;;101,53M;654486571,97
02.12.2011;102,47;;102,47;;101,457M;654670081,53
01.12.2011;102,48;;102,48;;101,443M;655783037,79
30.11.2011;100,18;;100,18;;99,206M;642803459,67
29.11.2011;99,46;;99,46;;98,526M;638422842,04
28.11.2011;96,67;;96,67;;96,495M;626558081,99
24.11.2011;96,79;;96,79;;96,663M;631202073,57
23.11.2011;98,39;;98,39;;98,261M;643075360,62
22.11.2011;97,68;;97,68;;101,753M;645417807,7
21.11.2011;99,81;;99,81;;104,056M;659821783,56
18.11.2011;100,03;;100,03;;104,418M;660059818,8
17.11.2011;101,88;;101,88;;106,347M;672404117,26
16.11.2011;102,69;;102,69;;107,277M;678262593,66
15.11.2011;102,47;;102,47;;107,239M;677224638,45
14.11.2011;102,15;;102,15;;106,906M;674940819,21
11.11.2011;100,72;;100,72;;110,968M;669642137,9
10.11.2011;100,84;;100,84;;111,126M;667993913,79
09.11.2011;103,30;;103,30;;113,891M;682768298,45
08.11.2011;102,08;;102,08;;112,482M;674888971,08
07.11.2011;102,61;;102,61;;113,082M;678560494,52
04.11.2011;102,52;;102,52;;114,169M;678471104,54
03.11.2011;100,75;;100,75;;112,232M;666698631,59
02.11.2011;99,72;;99,72;;111,085M;659912994,15
01.11.2011;102,69;;102,69;;117,401M;675596704,49
31.10.2011;103,19;;103,19;;117,976M;677983761,63
28.10.2011;102,25;;102,25;;116,797M;671683332,02
27.10.2011;100,13;;100,13;;114,253M;657533722,59
26.10.2011;99,52;;99,52;;113,865M;654165056,66
25.10.2011;101,09;;101,09;;115,759M;664737763,96
24.10.2011;99,42;;99,42;;113,995M;654041066,72
21.10.2011;97,99;;97,99;;112,357M;644882214,33
20.10.2011;98,11;;98,11;;112,476M;645791997,14
19.10.2011;98,95;;98,95;;113,454M;651461551,93
18.10.2011;98,87;;98,87;;112,522M;651258039,23
17.10.2011;99,99;;99,99;;113,972M;658747041,96
14.10.2011;98,93;;98,93;;112,764M;651994707,17
13.10.2011;99,27;;99,27;;113,17M;654378880,43
12.10.2011;97,89;;97,89;;109,709M;643178502,01
11.10.2011;98,67;;98,67;;110,821M;648814333,72
10.10.2011;96,48;;96,48;;108,412M;634795700,36
07.10.2011;98,00;;98,00;;110,216M;645751016,18
06.10.2011;96,11;;96,11;;108,151M;633536791,45
05.10.2011;94,24;;94,24;;105,91M;621680877,5
04.10.2011;93,97;;93,97;;105,846M;620557725,21
03.10.2011;95,99;;95,99;;108,131M;634147387,27
30.09.2011;97,40;;97,40;;109,681M;643493150,16
29.09.2011;97,07;;97,07;;109,272M;641677573,93
28.09.2011;98,72;;98,72;;111,19M;653091725,02
27.09.2011;97,64;;97,64;;110,673M;647622455
26.09.2011;96,79;;96,79;;107,055M;639094862
23.09.2011;96,53;;96,53;;106,757M;637719623,52
22.09.2011;100,52;;100,52;;111,86M;664810685,59
21.09.2011;102,05;;102,05;;113,554M;675143907,58
20.09.2011;101,82;;101,82;;113,41M;674133133,51
19.09.2011;103,34;;103,34;;115,437M;687021217,03
16.09.2011;102,54;;102,54;;114,593M;681826430,72
15.09.2011;101,20;;101,20;;113,069M;673851585,96
14.09.2011;100,32;;100,32;;112,352M;668106508,99
13.09.2011;99,94;;99,94;;110,537M;663578274,86
12.09.2011;100,46;;100,46;;111,159M;666824807,6
09.09.2011;101,96;;101,96;;112,844M;677428313,26
08.09.2011;100,91;;100,91;;111,382M;671784084,85
07.09.2011;98,48;;98,48;;117,026M;664601804,41
05.09.2011;99,20;;99,20;;118,2M;669750702,88
02.09.2011;100,93;;100,93;;120,745M;682255944,33
01.09.2011;101,55;;101,55;;121,58M;684552177,72
31.08.2011;99,58;;99,58;;119,209M;670780105,86
30.08.2011;98,97;;98,97;;116,766M;665133241,59
29.08.2011;96,11;;96,11;;113,398M;645165513,17
26.08.2011;95,00;;95,00;;112,064M;638698254,07
25.08.2011;96,30;;96,30;;113,632M;646948180,61
24.08.2011;95,16;;95,16;;112,242M;639421031,65
23.08.2011;92,79;;92,79;;109,721M;623854907,03
22.08.2011;92,84;;92,84;;110,417M;624776981,44
19.08.2011;94,52;;94,52;;112,376M;636337131,28
18.08.2011;98,60;;98,60;;117,198M;663845152,3
17.08.2011;98,54;;98,54;;117,06M;665829948,95
16.08.2011;99,85;;99,85;;118,598M;677188914,08
12.08.2011;97,67;;97,67;;116,366M;694784554,49
11.08.2011;94,77;;94,77;;112,983M;674827752,7
10.08.2011;96,22;;96,22;;118,827M;697562859,67
09.08.2011;93,11;;93,11;;115,072M;675683973,69
08.08.2011;99,23;;99,23;;122,756M;720641379,62
05.08.2011;100,78;;100,78;;124,617M;732209222,72
04.08.2011;105,92;;105,92;;131,074M;769750144,82
03.08.2011;105,89;;105,89;;131,025M;769460738,89
02.08.2011;109,60;;109,60;;135,26M;795677644,68
01.08.2011;108,84;;108,84;;134,322M;790349331,7
29.07.2011;109,94;;109,94;;135,718M;799123960,78
28.07.2011;110,43;;110,43;;136,39M;802183341,36
27.07.2011;111,34;;111,34;;137,034M;808241653,29
26.07.2011;111,79;;111,79;;137,951M;811659546,98
25.07.2011;112,76;;112,76;;139,196M;818494669,75
22.07.2011;112,29;;112,29;;138,874M;814649691,02
21.07.2011;112,70;;112,70;;139,379M;817739869,77
20.07.2011;112,66;;112,66;;139,31M;820463917,67
19.07.2011;111,41;;111,41;;137,602M;810610131,89
18.07.2011;113,41;;113,41;;140,264M;825386561,37
15.07.2011;112,35;;112,35;;139,245M;818125861,7
14.07.2011;113,08;;113,08;;140,902M;829485097,59
13.07.2011;112,58;;112,58;;140,272M;825484802,39
12.07.2011;114,19;;114,19;;140,978M;836331330,26
11.07.2011;115,14;;115,14;;142,103M;843410169,27
08.07.2011;115,04;;115,04;;141,979M;841934427,42
07.07.2011;113,85;;113,85;;140,805M;834892733,64
06.07.2011;113,45;;113,45;;140,37M;835426830,77
04.07.2011;112,04;;112,04;;138,493M;824666090,15
01.07.2011;111,05;;111,05;;137,254M;817178335,42
30.06.2011;110,58;;110,58;;137,064M;813714262,31
29.06.2011;109,95;;109,95;;136,35M;809250113,2
28.06.2011;109,21;;109,21;;134,882M;802980883,79
27.06.2011;109,04;;109,04;;135,379M;805343068,71
24.06.2011;109,15;;109,15;;136,15M;805512764,44
22.06.2011;109,27;;109,27;;136,304M;792284475,43
21.06.2011;107,71;;107,71;;138,389M;785190137,37
20.06.2011;107,95;;107,95;;138,629M;788286430,74
17.06.2011;107,96;;107,96;;138,377M;787746964,76
16.06.2011;109,50;;109,50;;141,115M;800112690,19
15.06.2011;109,96;;109,96;;141,587M;802289436,58
14.06.2011;108,16;;108,16;;139,259M;790858753,6
10.06.2011;109,51;;109,51;;140,829M;799411685,98
09.06.2011;108,28;;108,28;;139,111M;790167209,14
08.06.2011;108,97;;108,97;;139,891M;795248238,73
07.06.2011;109,62;;109,62;;140,596M;793800261,48
06.06.2011;110,02;;110,02;;141,066M;796455330,88
03.06.2011;111,95;;111,95;;143,354M;775164150,33
01.06.2011;114,45;;114,45;;146,267M;795851856,86
30.05.2011;113,82;;113,82;;145,445M;791124041,1
27.05.2011;113,41;;113,41;;144,914M;788081629,5
26.05.2011;113,03;;113,03;;144,449M;784993867,86
25.05.2011;113,11;;113,11;;144,615M;785565342,61
24.05.2011;113,00;;113,00;;144,684M;790923769,6
23.05.2011;115,48;;115,48;;147,848M;807572912,89
20.05.2011;114,31;;114,31;;146,359M;798747424,01
19.05.2011;114,20;;114,20;;146,233M;796255421,18
18.05.2011;113,59;;113,59;;145,426M;791762151,46
17.05.2011;114,39;;114,39;;146,449M;796770971,21
16.05.2011;115,61;;115,61;;145,44M;808136402,96
13.05.2011;115,34;;115,34;;144,511M;791517090,52
12.05.2011;116,12;;116,12;;145,608M;796729246,49
11.05.2011;115,56;;115,56;;144,898M;792489262,99
10.05.2011;115,03;;115,03;;144,248M;788914721,6
09.05.2011;114,04;;114,04;;143,095M;784004503,04
06.05.2011;112,30;;112,30;;140,928M;771285020,04
05.05.2011;110,98;;110,98;;139,246M;761687641,67
04.05.2011;111,98;;111,98;;140,378M;764997279,86
03.05.2011;113,59;;113,59;;141,929M;774958196,5
02.05.2011;113,61;;113,61;;142,187M;773212792,18
29.04.2011;113,11;;113,11;;138,503M;765441771,32
28.04.2011;113,03;;113,03;;138,258M;764578195,16
27.04.2011;113,69;;113,69;;138,86M;767511208,73
26.04.2011;113,13;;113,13;;138,113M;761178413,77
21.04.2011;112,76;;112,76;;137,601M;758460652,58
20.04.2011;112,00;;112,00;;136,385M;751986166,22
19.04.2011;112,42;;112,42;;136,431M;753665141,51
18.04.2011;113,56;;113,56;;137,464M;759866245,97
15.04.2011;112,31;;112,31;;135,996M;750242655,61
14.04.2011;112,42;;112,42;;136,026M;749175996
13.04.2011;111,26;;111,26;;133,719M;734446976,15
12.04.2011;112,37;;112,37;;131,686M;736841639,58
11.04.2011;112,83;;112,83;;131,834M;739332951,35
08.04.2011;113,44;;113,44;;132,192M;742323462,75
07.04.2011;114,48;;114,48;;132,889M;747405745,73
06.04.2011;114,48;;114,48;;131,879M;741854726,11
05.04.2011;115,24;;115,24;;129,742M;743944691,13
04.04.2011;114,79;;114,79;;128,97M;735209798,07
01.04.2011;114,11;;114,11;;127,798M;724466376,31
31.03.2011;113,55;;113,55;;127,015M;722341315,84
30.03.2011;113,34;;113,34;;126,631M;720430899,16
29.03.2011;111,86;;111,86;;123,064M;708315724,8
28.03.2011;112,37;;112,37;;123,359M;710617603,31
25.03.2011;111,48;;111,48;;122,303M;704124213,52
24.03.2011;110,50;;110,50;;121,271M;696796319,29
23.03.2011;109,79;;109,79;;120,141M;691445919,07
22.03.2011;109,88;;109,88;;119,585M;691458513,73
21.03.2011;108,76;;108,76;;118,489M;684565907,42
18.03.2011;108,35;;108,35;;118,043M;683950360,2
17.03.2011;108,04;;108,04;;118,068M;681594622,35
16.03.2011;109,71;;109,71;;119,821M;693024276,38
15.03.2011;110,69;;110,69;;120,586M;698335518,53
14.03.2011;111,09;;111,09;;120,797M;699230821,51
11.03.2011;112,45;;112,45;;122,461M;707580982,01
10.03.2011;113,88;;113,88;;125,623M;717394570,7
09.03.2011;113,74;;113,74;;125,401M;717494616,45
08.03.2011;112,74;;112,74;;123,89M;709773284,64
07.03.2011;112,90;;112,90;;124,004M;709828043,52
04.03.2011;113,68;;113,68;;125,565M;714790998,42
03.03.2011;112,93;;112,93;;124,469M;707490847,14
02.03.2011;112,93;;112,93;;124,02M;704769798,07
01.03.2011;113,95;;113,95;;125,275M;709143317
28.02.2011;113,50;;113,50;;130,648M;709783361,31
25.02.2011;112,15;;112,15;;128,927M;701356138,62
24.02.2011;112,09;;112,09;;128,986M;699587649,4
23.02.2011;113,97;;113,97;;130,353M;707002438,87
21.02.2011;116,93;;116,93;;132,952M;722264650,91
18.02.2011;117,85;;117,85;;133,529M;724475962,11
17.02.2011;117,75;;117,75;;133,346M;721435707,3
16.02.2011;117,63;;117,63;;132,895M;718750434,17
15.02.2011;118,05;;118,05;;132,719M;716058140,67
14.02.2011;118,07;;118,07;;132,562M;712581610
11.02.2011;116,70;;116,70;;130,93M;700191777,71
10.02.2011;115,64;;115,64;;130,245M;690193518,28
09.02.2011;116,04;;116,04;;129,42M;689420114,11
08.02.2011;115,85;;115,85;;128,419M;682235089,77
07.02.2011;115,86;;115,86;;128,401M;680157262,22
04.02.2011;115,28;;115,28;;126,668M;672657064,07
03.02.2011;114,31;;114,31;;125,1M;651929432,28
02.02.2011;114,05;;114,05;;124,723M;639993447,99
01.02.2011;112,93;;112,93;;122,736M;613388193,88
31.01.2011;113,23;;113,23;;122,474M;610798492,78
28.01.2011;114,55;;114,55;;122,486M;615448332,56
27.01.2011;114,59;;114,59;;121,731M;604345537,8
26.01.2011;113,93;;113,93;;116,77M;595440086,38
25.01.2011;114,61;;114,61;;122,144M;601179196,13
24.01.2011;113,88;;113,88;;121,346M;593963537,78
21.01.2011;114,28;;114,28;;121,501M;591808479,97
20.01.2011;116,01;;116,01;;123,01M;599390023,39
19.01.2011;117,92;;117,92;;128,13M;596741139,91
17.01.2011;118,41;;118,41;;128,234M;597180805,25
14.01.2011;117,55;;117,55;;126,792M;589352612,95
13.01.2011;119,69;;119,69;;128,271M;597139273,63
12.01.2011;119,83;;119,83;;128,123M;596294232,22
11.01.2011;119,41;;119,41;;127,324M;592712268,12
10.01.2011;119,58;;119,58;;127,467M;588725066,94
07.01.2011;119,31;;119,31;;127,056M;586164436,48
06.01.2011;118,56;;118,56;;125,439M;578835034,37
05.01.2011;117,15;;117,15;;122,526M;569565968,9
04.01.2011;116,45;;116,45;;121,291M;564815305,85
03.01.2011;115,74;;115,74;;120,603M;560765397,77
